Order_Title,Details,Start_Time,Location
En Reduan. 013-989 8832 (ali),"Khemah satu set A 450.00 ( tanpa sarung)
Kambing 2 ekor RM 3000.00 (masak kari)
Nama :1- Muhammad Aryan Darwisy Bin Mohamad Radhi
             2- Muhammad Mateen Bin Muhammad Reduan
KAMBING DAH BAYAR RM 3000.00 (27hb jan 2023)

250 org 11.00 pg
MENU 2
01. Nasi beriani 
02. Nenas masak lemak ikan masin
03. Ayam greng rempah 
04. Jelatah 
05. Buah 
06. Air sirap limau
RM 12.00 x 250 = 3000

JUMLAH RM 6450.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-04T11:00:00+08:00,"No 62 jalan 45 ,Taman kop polis fasa 2"
Jln 1/5 tmn bidara  0132464649 faizal,"Khemah 1 set A ( tanpa sarung)
70 org 11.00 pagi
Menu 
  01. Nasi minyak
  02. Ayam masak merah/berempah 
  03. Daging masak hitam 
  04. Dalca
  05. Papadom
  06. Buah
  07. Air kordial
  08. Teh tarik
Rm 16.00
Khemah rm 450.00

Total rm 1570.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762
",2023-03-04T12:00:00+08:00,no 41 jln bidara 1/5 taman bidara 68100 batu caves selangor
Hanizah ali binapuri (buat kat surau) (ali),"Bawa meja buffet
Kain lapik meja buffet

20 bungkus ambik pukul 12

200 org 11.00 pagi
Menu:
  01. Nasi beriani
  02. Nasi putih - 20 org
  03. Ayam goreng berempah
  04. Daging hitam
  05. Jelatah
  06. Dalca
  07. Buah
  08. Air sirap
  09. Teh o panas
RM 15.00 x 200 = RM 3000

Pramusaji - RM 100 (1 orang)

Total: RM 3400.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis,
ZULJA QUALITY ENTERPRISE 
CIMB BANK
8000 828 762

",2023-03-04T13:00:00+08:00,"Surau abu hanifah, bukit idaman"
Puan Mona (arip),"Khemah 18x18 (dah order)tanpa sarung
Warna hijau cair

10 set meja (kita punya
80 kerusi


100 org 6.00 ptg
MENU 13
01. Nasi putih 
02. Ayam goreng kunyit
03. Daging kari campur kentang
04. Masak lemak pisang muda
05. Ulam sambal belacan 
06. Air sarsi
07. Teh tarik 
08. Buah buahan
RM 17.00
",2023-03-04T18:00:00+08:00," - Lot 503, Lorong Kelapa Muda, Segambut Bahagia, 51200 Kuala Lumpur "
Kak liza denai alam (arip),"200 org

Nasi hujan panas
Ayam msk merah(tigh/peha)
Daging msk hitam
Ikan tenggiri cili
Paru goreng cili
Acar timun
RM 30/pax
RM 6000.00


100 pax
Ayam goreng berempah - RM 5 - RM500
Telur kurma - RM 3 - RM 300

Air balang x 100
Tembikai - RM 2
Asam boi - RM 2
Laici kordial 
Teh tarik
RM 400

Mineral water ( 5kotak x RM 20)
RM 100.00

Kuih (50 pax)
Karipap - RM 0.80
Serimuka - RM 0.80
Agar2 - RM 0.80
Lopez - RM 1.00
RM 170.00

50 pax
Bubur pulut hitam - RM 3 - RM 150
Roti jala/ kuah durian - RM 5 - RM250

Stall
ABC/Cendol - RM 3.50 x 200 (100 cendol, 100 ABC) - RM 700.00
Apam balik(500 kpg)- RM 500.00
Rojak pasembor - RM 6 x 50 pax = RM 300
Laksa - RM 6 x 50 pax = RM 300

Staff - 5 orang
RM 500.00

Meja makan - 15 set (8 pax/table) + extra kerusi 20
RM 60/ set
RM 900

Meja stall - 5 set
Meja buffet
Bunga kecik - RM 150.00",2023-03-05T07:00:00+08:00,No Location
Haji Azizi masjid amaniah +60 13-332 8361,"250 org 11.00 pg
Menu pilihan:
• Nasi Putih
• Ayam Goreng Berempah
• Ikan Tenggiri Masak Berlado (150 org sahaja)
• Masak Lemak Nenas Ikan Masin
• Sayur Campor
• Ulam2an + Sambal Belacan
• Buah2an
• Air Sirap Sejuk
• Teh Tarik Panas
250 x 13.00 = RM 3250.00
RM 4 x 150 = RM 600.00

JUMLAH RM 3850.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762
",2023-03-05T15:00:00+08:00," No. 7, Jalan 4, Taman Selayang, Batu Caves."
Dbkl menara 3..amin  0126716240,"Nak jalan jam 5.00 ptg
60 org buffet
20 org hidang 

MAKAN MALAM
Menu 2
  01. Nasi beriani
  02. Ayam masak merah
  03. Dalca
  04. Papadom 
  05. Buah
  06. Air kordial
  07. Mineral 20 botol
",2023-03-09T17:00:00+08:00,Pa sri melaka jln cheras..surau jamiatul islamiah blok 32 pa sri melaka
Faizal kawan wan,"Bawa meja buffet
Alas meja damas 8 helai..rm 80
Sarung kerusi 30 helai..rm 60
Paramusaji 1 ...rm 100
Dome 3...rm 450.00

80 org 6 ptg
  01. Nasi putih 
  02. Daging salai masak lemak cili api 
  03. Ayam grg berempah
  04. Ulam Sambal belacan
  05. Buah tembikai
  06. Air oren
  07. Air nescafe panas

Total rm 1890.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-09T17:00:00+08:00,surau ibupejabat polis brickfield  jln traves
Rozila  012-259 4016,"Makanan untuk 100 orang, 
hidang di surau 70
30 orang untuk di rumah (bungkus)
Bawa meja buffet

100 org 6.00 ptg
  01. Nasi minyak
  02. Ayam masak merah
  03. Daging masak hitam
  04. Dalca utk 70 org saja
  05. Acar timun nenas (jelatah)
  06. Air sirap
RM 14.00 
Waiters satu RM 100.00

JUMLAH RM 1500.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-09T18:00:00+08:00,Surau templer park
K.ani 1/7,"20 org mkn mlm
Nak meja 2 buah

Nasi putih
Gulai pisang msk lemak
Ayam msak merah
Ulam
Sambal blcn
Teh tarik
Air
",2023-03-10T18:30:00+08:00,No Location
K.ani mak dayu (ali),"Meja kerusi dah siap
Meja buffet dah siap 2
Kuih 6 jenis
2 dome
Bawa pinggan kuih utk hidang
Beli piring kuih dan sudu

450 org 11.00 pagi
MENU 6
01. Nasi putih 
02. Nasi minyak 
03. Ayam masak merah(ayam jgn garing)
04. Daging masak hitam
05. Masak lemak nenas ikan masin
06. Ulam sambal belacan
07. Buah buahan 
08. Air oren
09. Teh tarik
RM 14.00 

RM 6300.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-11T10:00:00+08:00,Masjid manjalara kepong
Syam han hwa (arip),"Majlis kahwin
500 org 11.00 pagi
Menu nombor 6
4 dome ..RM 600.00

MENU 6
01. Nasi putih 
02. Nasi beriani 
03. Ayam masak merah 
04. Daging kuzi 
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air sirap
09. Teh tarik foc 3 tong
RM 14.00 X 500 = 7000.00

Jumlah 7600.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-11T11:00:00+08:00,Pusat komuniti taman beringin jinjang
Dbkl kepong  (arip),"200 org 11.00 pagi
Buffet
  01. Nasi putih 
  02. Kari ayam 
  03. Sayur campur 
  04. Ulam  Sambal belacan 
  05. Buah
  06. Air kordial",2023-03-11T11:00:00+08:00,Dewan kepong indah
Shahri 0173030176 ( Ali),"Khemah satu set B
Menu 4 
150 pax 11.00 pagi
1. Nasi minyak
2. Ayam masak merah (kurang pedas)
3. Daging hitam 
4. Sambal belacan ulam2an
5. Dalca
6. Buah 
7. Air sirap
RM 14.00 x 150 = RM 2100.00
Waiters satu RM 100.00

JUMLAH RM 2700.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762

Cash 1100.00
Bagi 1600.00",2023-03-12T11:00:00+08:00,"No. 14, Lorong Kiri 13, Kg Datuk Keramat 54000 KL"
Puan Lyana 018-391 9677 (santo),"Bawa meja buffet
Bawa try lebih satu
Meja bulat 1 set (set A) RM 50.00
50 org 12.00 ptg
MENU 3
01. Nasi hujan panas
02. Daging masak hitam
03. Ayam masak merah
04. Jelatah
05. Buah buahan
06. Air sirap 
RM 14.00

RM 700.00
Waiters satu RM 100.00

JUMLAH RM 850.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-12T12:00:00+08:00, no 61 jalan 2/3A bandar baru selayang
Mansor Abdul Rahman. 013-304 4942 (ali),"Bawa alas meja buffet
50 org 10.00 pagi
MENU 9 
  01. Nasi putih 
  02. Ayam masak kicap 
  03. Daging masak lemak cili api 
  04. Sambal tumis udang (RM 6.00 x 50 = RM300.00)
  05. Sayur kankung goreng belacan
  06. Ulam Sambal belacan
  07. Buah 
  08. Teh tarik
  09. Minuman sirap
RM 15.00 x 50 = RM 750.00
Waiter RM 100.00

JUMLAH 1150.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-03-17T10:00:00+08:00,"Tempat : Pejabat Pengarah Tanah dan Galian Wilayah Persekutuan Kuala Lumpur, Aras 2 Bahagian Pemberimilikan & Pelesenan"
Dbkl lembah pantai..hafis (yusuf),"250 org bungkus
Bagi beg plastik utk bungkus satu satu
Jam 5 ptg mau dah
Mkn mlm
Nasi tomato
Ayam masak merah 
Acar timun 
Papadom 
Buah
Air mineral ",2023-03-17T15:00:00+08:00,Surau nurul iman tmn sri sentosa
Dbkl seputeh ...hafis (yusuf),"150 org bungkus
5.00 ptg
Set nasi minyak
Ayam masak merah 
Jelatah
Papadom 
Buah
Air mineral",2023-03-17T16:00:00+08:00,Dewan A pangsapuri permai jln landai permai sg besi
Dbkl wahida ..0122015402 en.kamsol,"225 org buffet
Menu 2
Nasi tomato
Ayam masak merah 
Dalca
Papadom 
Buah
Air sirap
Teh tarik utk 225 org",2023-03-18T10:00:00+08:00,Dewan persatuan penduduk sri langkawi 2 gombak setia
Dbkl lembah pantai ..hafis,"200 org (BUNGKUS)
  01. Nasi tomato
  02. Ayam merah
  03. Acar timun
  04. Buah
  05. Air mineral",2023-03-18T10:30:00+08:00,Surau ibnu abbas lot 480353 jln kg pasir
Dbkl lembah pantai..hafis (arip),"180 buffet 
20 hidang
Nasi ayam set
Buah
Air kordial ",2023-03-19T16:30:00+08:00,Pusat komuniti eco park jalan kg pasir bangsar
Afnan dbkl titiwangsa ,"250 org bungkus
Nasi tomato set
Ayam masak merah
Acar timun
Papadom 
Buah
Air mineral
BUAH DAN AIR MINERAL TAK PAYAH BELI",2023-03-19T17:30:00+08:00,Masjid al aqram keramat kl
  Muhammad shafiq 011-2345 4846 (ali),"Majlis dalam dewan 
Kerusi meja semua dah siap
Waiters 4 org 
Dom 3 RM 450.00

350 org 7.00 mlm
MENU 14
01. Nasi putih 50% nasi minyak 50%
02. Ayam masak merah
03. Daging kari kentang
04. Masak lemak nenas ikan masin
05. Sambal bilis petai
06. Ulam sambal belacan 
07. Air sarsi
08. Teh tarik 
09. Buah buahan
RM 18.00 x 350.00 = RM 6300.00
Makanan pegantin RM 250.00
   i. Udang 
  ii. Ikan sweatsaur 
 iii. Telur puyuh sambal

JUMLAH 6550.00 + 450.00 = 7000.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762

",2023-03-19T19:00:00+08:00,"15, Jalan Damai, Kampung Datuk Keramat, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Mesyuarat dbkl ,No Details,2023-03-21T11:00:00+08:00,No Location
Anak menakan alaudin,"40 org 11.00 pagi
  01. Nasi tomato
  02. Ayam masak merah
  03. Acar buah
  04. Air sirap
  05. Makaroni 

RM 600.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762

",2023-03-21T11:00:00+08:00,Syabas gombak
Faizal,"80 orang
7 malam

Kari Ikan 
Udang sambal
sayur campur 
sambal mangga
ulam kampung
Sirap Lemon 
KOpi O
sudu/garpu
pinggan mangkuk 
cawan air panas/sejuk


Tidak perlu 
alas meja 
alas kerusi 
Pramusaji ",2023-03-21T17:00:00+08:00,Balai brickfields
Ustazah hamidah,"50 org 10.00 pagi
  01. Mee rebus set
Hantar sahaja",2023-03-22T21:00:00+08:00,Smk sek 5 wangsa maju
Masjid bidara berbuka dan moree,"100 org 6.00 ptg
01. Nasi tomato
02. Ayam merah
03. Dalca daging
04. Acar timun
05. Buah 
06. Air sirap
07. Teh tarik
08. Kurma

MORE
01. Bubur kacang
02. Teh 0
03. Sirap",2023-03-23T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moree,"100 org 6.00 ptg
01. Nasi putih 
02. Ayam goreng berempah
03. Daging masak lemak cili api
04. Ulam Sambal belacan
05. Buah 
06. Air laici
07. Teh tarik
08. Kurma

MORE
01. Bihun goreng
02. Teh O
03. Air laici",2023-03-24T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan more,"150 org 6.00 ptg
01. Nasi putih
02. Kari kambing
03. Ayam masak kicap
04. Ulam sambal belacan
05. Tempe suhun sambal
06. Buah 
07. Air teh O ais
08. Teh tarik
09.  Kurma

MORE
01. Mee goreng
02. Kopi O 
03. Teh O ais",2023-03-26T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi putih
02. Ayam goreng berempah 
03. Daging kari 
04. Sayur campur
05. Ulam sambal belacan 
06. Buah buahan
07. Air anggur
08. Teh tarik
09. Kurma

MORE
01. Bubur gandum
02. Teh O
03. Air anggur",2023-03-27T06:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi putih 
03. Ayam masak lemak cili api kentang
04. Telur dadar
05. Sambal ikan bilis
06. Ulam sambal belacan
07. Buah buahan 
08. Air oren
09. Teh tarik 
10. Kurma

MORE
01. Kue tew
02. Teh O
03. Air oren",2023-03-28T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi Hujan panas
02. Ayam greng rempah 
03. Daging kurma
04. Jelatah 
05. Buah  
06. Air sirap limau
07. Teh tarik
08. Buah Kurma

MORE
01. Bubur cha cha
02. Teh O
03. Air sirap limau",2023-03-29T05:30:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi tomato
02. Ayam merah
03. Dalca daging
04. Acar timun
05. Buah 
06. Air sirap
07. Teh tarik
08. Kurma

MORE
01. Bubur kacang
02. Teh 0
03. Sirap",2023-03-30T18:00:00+08:00,Masjid attayibin bidara
Hospital uitm puncak alam DR ZAIM +60 12-606 1985,"100 org 6.00 ptg

Menu: 
Nasi berperisa
Ayam merah
Daging hitam
Dalca 
Papadom 
Air kordial
",2023-03-31T18:00:00+08:00,Depan surau. Hospital Uitm puncak alam
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi putih 
02. Ayam goreng berempah
03. Daging kari
04. Ulam Sambal belacan
05. Buah 
06. Air laici
07. Teh tarik
08. Nes tarik
09. Kurma

MORE
01. Bihun goreng
02. Teh O
03. Air laici",2023-03-31T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"150 org 6.00 ptg
01. Nasi putih
02. Kari ikan
03. Ayam masak kicap
04. Ulam sambal belacan
05. Buah buahan
06. Air sarsi
07. Teh tarik
08. Kurma

MORE
01. Bubur kacang
02. Teh tarik
03. Air sarsi",2023-04-01T18:00:00+08:00,Masjid attayibin bidara
En hamdan 012-203 0059,"70 pax 6.00 ptg
  01. Nasi putih
  02. Nasi minyak 
  03. Ayam goreng berempah
  04. Daging kuzi
  05. Ulam2 
  06. Isambal belacan 
  07. Buah2an 
  08. Teh tarik
  09. Air sirap 
RM 15.50 = rm 1085.00
Waiters rm 100.00

Tambahan 
  01. Ayam masak merah - Rm 5.00 = rm 250.00
  02. Daging lemak cili api - RM 5.00 rm 250.00
  03. Sambal udang - Rm 7.00 = rm 350.00

Menu tambahan.. 
Untuk 30 pax rm 210.00
  01. Mee kari    (mee n meehoon) - RM7.00/pax 

JUMLAH RM 2245.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-04-01T18:00:00+08:00, No 6 Jln 12/15 Section 12 Petaling Jaya..
Masjid bidara berbuka dan moreh ,"150 org 6.00 ptg
01. Nasi beriani 
02. Dalca daging
03. Ayam goreng rempah 
04. Telur rebus
05. Acar rampai
06. Buah 
07. Air teh O ais
08. Teh tarik
09.  Kurma

MORE
01. Mee goreng
02. Kopi O 
03. Teh O ais",2023-04-02T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi putih
02. Ayam goreng berempah 
03. Daging kari 
04. Sayur campur
05. Ulam sambal belacan 
06. Buah buahan
07. Air anggur
08. Teh tarik
09. Kurma

MORE
01. Bubur gandum
02. Teh O
03. Air anggur",2023-04-03T18:00:00+08:00,Masjid attayibin bidara
Masjid atayyibin taman bidara ,"HARI KEENAM
BERBUKA
01. Nasi ayam
03. Ayam 
04. Salad timun
05. Sup
06. Cili kicap
07. Buah buahan 
08. Air laichi
09. Teh tarik 
10. Kurma

MORE
01. Kue tew
02. Teh O
03. Air oren",2023-04-04T18:00:00+08:00,Masjid attayibin taman bidara 
Kak liza denai alam,"80 org

Meja 15 set
Lapik sheer biru gelap
Meja buffet + meja lebih 2 biji utk kuih

Menu 5/4
Nasi putih
Ayam goreng berempah(tigh n peha)
Udang mskl lemak + rebung sikit
Karii daging n kentang
Paru goreng cili
Ikan kembung goreng cili (medium size)
Ulam( timun/kcg botol/ daun selum)
Sambal belacan
Boncis goreng

Teh tarik
Sarsi
Air Mineral (atas meja)

Pisang
Tembikai

Moreh
Keria   40
Popia sira   40
Ketayap.  40
Roti jala.  80
Mushroom sup + roti benggali.  40 org
Kuetiau goreng 40 org",2023-04-05T14:00:00+08:00,No Location
Dbkl seputeh,"100 org buffet
Nasi putih
Daging salai masak lemak
Ayam grg berempah
Ulam
Sambal belacan
Buah
Air kordial",2023-04-05T16:00:00+08:00,Asrama al falah
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
01. Nasi Hujan panas
02. Ayam greng rempah 
03. Daging kurma
04. Jelatah 
05. Buah  
06. Air sirap limau
07. Teh tarik
08. Buah Kurma

MORE
01. Bubur cha cha
02. Teh O
03. Air sirap limau
",2023-04-05T18:00:00+08:00,Masjid attayibin bidara
Masjid bidara berbuka dan moreh ,"100 org 6.00 ptg
  01. Nasi putih
  02. Asam pedas ikan
  03. Ayam goreng kunyit
  04. Ulam
  05. Sambal belacan
  06. Air sarsi
  07. Kurma
  08. Teh tarik

Moreh
  01. Bihun goreng Singapore
  02. Teh O
  03. Air sarsi",2023-04-06T18:00:00+08:00,Masjid attayibin bidara
Balai polis kepong,"Majlis Berbuka Puasa
Balai Polis Kepong 
07/4/23 @1800Hrs

*Total 80 Pax*
Buffet= 64 Buffet
Dome= 16 Pax

*Menu*
Nasi putih
Ayam goreng berempah
Gulai kawah daging+rebung
Sayur campur
Ikan masin
Sambal belacan
Ulam2 Kg
Buah2 Potong
Sunquick Oren
Nescafe panas

*Set Diperlukan*
= 6 pelapik meja 
= 2 Dome
= Buffet/Pinggan mangkuk.
= 2 org pramusaji.",2023-04-07T18:00:00+08:00,No Location
Jai kawan abang,"120 orang

01. Nasi putih
02. Nasi minyak/beriani dlk 
02. Ayam goreng berempah
03. Rendang daging + hati + perut + limpa dan paru rendang
04. Dalca 
05. Masak lemak nangka + ikan bilis
06. Sambal udang petai(saiz sederhana)
07. Ulam sambal belacan 
08. Air sirap oren
09. Teh tarik 
10. Buah buahan
11. Kuih 2 jenis",2023-04-08T12:00:00+08:00,No Location
Dr adznan,"Meja bulat bawa 10 x rm 50.00 = rm 500.00
Meja buffet panjang

2 ekor kambing masak marsala
1 ekor kambing masak kicap
Upah masak kambing rm 1200.00

80 org 6.00 ptg (RM 9.50)= rm 760.00
  01. Nasi putih.
  02. Ulam sambal belacan.
  03. Ikan masin garing.
  04. Teh tarik tak manis
  05. Sirap limau.
  
  06. Ayam goreng berempah 50 org x rm 4.00 (rm 200.00)
  07. Bihun s pore ..50 org x rm 5.00 (250.00)

Waiters satu = rm 100.00

JUMLAH RM 3010.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-04-08T18:00:00+08:00,Rumah 
Kak liza denai alam,"Menu utk 9/4 utk 100 org
Nasi putih
Ayam goreng(tigh n peha)
Daging masak lemak 
Paru goreng cili
Ikan keli belada
Kentang goreng cili
Kacang panjang goreng
Telur asin - 30 biji
Sambal belacan

Teh tarik - 3 tong
Laici

Iftar
Ketayap 80
Popia sira 80
Onde onde 100
Karipap 80

Moreh
Roti goreng telur 50 pcs

Tembikai
Pisang

Lapik meja
Merah",2023-04-09T14:00:00+08:00,No Location
Appointment sg buluh,No Details,2023-04-10T08:00:00+08:00,No Location
Dbkl afnan,"400 org bungkus
Menu
Nasi ayam penyet set
Sup kosong 
Air mineral

KOTAK NAK YG CANTIK SIKIT
YG ORDER NAK PUKUL 3 PTG",2023-04-10T15:00:00+08:00,Kompleks sukan datuk keramat jln keramat dalam kg datuk keramat
Fariza SHELL TAMAN MAJU JAYA +60 12-665 5183,"12/4/20223
50 pax
Time: waktu berbuka
Alamat: SHELL TAMAN MAJU JAYA

01. Nasi Putih
02. Curry daging dgn Kentang
03. Sambal Tumis Udang (kurang pedas)
04.Ayam Goreng biasa
05.Masak Lemak Rebung 
06. Sayur campur
07. Ulam-ulam + sambal belacan
08. Tembikai
09. Sirap selasih
10. Teh Tarik

Pelayan - 1",2023-04-12T02:00:00+08:00,No Location
Faizal balai polis chow kit,"Majlis Berbuka Puasa
Balai Polis Chowkit
12/4/23 @1800Hrs/Rabu

*Total 70 Pax*
Buffet= 62 Buffet
Dome= 8 Pax

*Menu*
Nasi putih
Ayam goreng berempah
Masak Lemak Daging Salai
Sayur campur
Ikan masin
Sambal belacan
Ulam2 Kg
Buah2 Potong
Sunquick Oren
Nescafe panas
Kuih2 Melayu

*Set Diperlukan*
= 1 set pelapik meja vip
= Pelapik meja utk buffet
= 1 Dome
= Pinggan@mangkuk utk set Dome Vip sahaja..
= 1 org pramusaji.
Guna pinggan pakai buang shj kecuali utk vip",2023-04-12T16:00:00+08:00,No Location
Syamsinar rhb. 013-341 6038,"40 org 6.00 ptg
  01. Nasi minyak
  02. Kambing kuzi
  03. Udang petai
  04. Ayam merah
  05. Ulam sambal belacan
  06. Buah
  07. Air sirap
RM 25.00 x 40 = RM 1000.00

Teh tarik RM 60.00

Kuih kuih RM 70.00
Karipap
Seri muka

Waiters satu RM 100.00

JUMLAH RM 1230.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-04-13T18:00:00+08:00," RHB cawangan segambut, 42&42A, Jalan Segambut Tengah, Taman Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Ustazah hamidah. 0 17-247 8234 (ALI),"400 org 6.00 majlis iftar SMK Seksyen 5 Wangsa maju
Tarikh : 14.4.2023
Masa. : 6.00 ptg
menu: Nasi putih
            Ayam goreng berempah
            Kari daging + kentang
           sambal ikan bilis
           ulam.sambal belacan
           buah2an
           air sirap
           teh tarik
           Bubur kacang 400 org sedekah
           (rm 16.00 x 400 = rm 6400.00)
JUMLAH RM6400.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-04-14T16:00:00+08:00,No Location
Ustazah suria (  pergi ambil ali jam 6.00),"300 orang

Student ada 250 org. Blh tak buat 2 stesen utk pelajar n 1 stesen utk guru dlm 50 org.

Nasi minyak
Ayam goreng berempah
Daging masak hitam
Dalca
Papedom
Buah tembikai
Air sirap
RM 15
",2023-04-14T17:30:00+08:00,Smk st mary
Nik aima 0 13-257 8392,"
RM 500.00 set B
Khemah satu set 20 x 20 arabian
01. Khemah 1
02. Meja bulat 5
03. Kerusi plastik 40 org 
04. Sarung kerusi 40 
05. Alas meja 5
06. Top 5
07. Lampu 1
08. Kipas 1
09. Scalop ikut tema : Putih + Gold

BUFFET BUAT DUA
100 org 6.00 ptg
01. Nasi putih 
02. Nasi minyak
03. Ayam masak merah 
04. Daging masak hitam
05. Papadom
06. Jelatah 
07. Buah buahan 
08. Teh tarik
09. Air Sirap Limau
RM 17.00 ×100 = RM 1700.00
Waiter 2 = RM 200.00

JUMLAH RM 2400.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762
",2023-04-14T18:00:00+08:00,PEJABAT EZ QURBAN SDN. BHD.
Dbkl lembah pantai..hafis,"250 org bungkus
Nasi beriani
Ayam masak merah
Acar timun
Papadom
Buah
Air mineral
PENGANJUR NAK SEBELUM PUKUL 6",2023-04-15T16:00:00+08:00,Surau al ikhwan apartment mutiara jln klang lama kl
Dbkl seputeh,"150 org buffet
20 org hidang
Menu 6
Nasi putih
Daging salai masak lemak cili api 
Ayam grg berempah 
Ulam
Sambal belacan
Buah
Air kordial",2023-04-15T16:00:00+08:00,Surau al makmur
Dbkl batu 0192780960 en abd rof aminullah,"120 org buffet
Menu 2
Nasi beriani
Ayam masak merah 
Dalca sayur
Papedom
Buah
Air kordial
NASI DAN LAUK UTK 100 SAJA
BUAT BUBUR PULUT HITAM 100 ORG
TEH TARIK 10 ORG

",2023-04-16T16:30:00+08:00,Dewan org ramai tmn batu permai
Dbkl  wahida,"Dbkl wahida
Bungkus 250 org
Menu 2
Nasi minyak
Ayam masak merah
Acar timun
Papadom 
Buah
Air mineral",2023-04-16T16:30:00+08:00,Bilik ppr sentul murni
